name,age,lifestyle,zip code,family status,car,sports,earnings,living area,label
nK47I5Cf,41.0,active,95374.0,married,practical,soccer,130657.0,urban,no response
ie6NaRzR,49.0,healthy,73500.0,single,practical,athletics,49908.0,urban,no response
FxJTI71Z,56.0,healthy,51813.0,single,practical,soccer,67203.0,urban,response
pX0YDFMv,23.0,cozily,81431.0,married,practical,athletics,113476.0,rural,no response
UMHsi5kH,41.0,cozily,96819.0,single,expensive,,108744.0,urban,no response
buBzNAQy,60.0,healthy,10334.0,married,practical,badminton,134226.0,urban,no response
4NfhoY85,19.0,active,10427.0,single,practical,soccer,89149.0,urban,response
bMvYVkHK,49.0,active,37912.0,single,expensive,soccer,109551.0,urban,no response
MMtMgZyD,17.0,healthy,36163.0,married,expensive,badminton,26153.0,urban,no response
KL10LyY9,42.0,cozily,37880.0,married,expensive,badminton,96275.0,rural,no response
EHsXtiP2,22.0,cozily,30431.0,married,practical,,124805.0,urban,no response
z1vnhMbe,40.0,active,98889.0,married,expensive,athletics,145589.0,urban,response
maHQ1DAW,45.0,healthy,33103.0,single,expensive,athletics,100638.0,urban,no response
RERVn4QA,31.0,healthy,28734.0,single,practical,athletics,34896.0,urban,no response
Gi5n5rmV,15.0,active,95383.0,married,expensive,badminton,92344.0,urban,no response
U0AyRFFM,62.0,cozily,74469.0,married,practical,soccer,85516.0,urban,response
hBhg77t6,47.0,active,54650.0,married,expensive,athletics,109418.0,urban,no response
tkAdyNiR,24.0,cozily,50861.0,married,practical,badminton,95017.0,urban,no response
rv1LSTog,52.0,healthy,21917.0,single,practical,,66578.0,rural,no response
bN5TdQqo,48.0,active,34583.0,single,practical,athletics,129684.0,urban,no response
CFhmsM7k,30.0,cozily,23901.0,single,practical,soccer,119872.0,rural,no response
V43Y9M9f,58.0,healthy,25157.0,married,expensive,soccer,54520.0,rural,response
uI9g6qmn,32.0,cozily,35963.0,single,practical,athletics,134332.0,rural,no response
3DF4MaYW,34.0,active,99731.0,married,expensive,athletics,125508.0,urban,no response
gSaywB4e,18.0,cozily,53866.0,married,practical,,144054.0,rural,response
mfagHRNF,69.0,active,77998.0,single,practical,athletics,75528.0,rural,response
0df1AcEr,37.0,cozily,81274.0,single,expensive,badminton,42933.0,urban,no response
zr6CofG4,38.0,active,14001.0,married,expensive,soccer,99781.0,urban,response
jR3LYNPF,36.0,cozily,98894.0,single,practical,soccer,82086.0,rural,no response
nJKmnzQj,54.0,healthy,95542.0,married,practical,,137261.0,urban,no response
6u3H8Otp,37.0,healthy,57796.0,single,practical,soccer,86882.0,urban,no response
CbHXEjH8,66.0,active,38658.0,single,expensive,soccer,20764.0,urban,response
tCoR5bzL,65.0,active,18320.0,single,expensive,badminton,57340.0,rural,response
B6T5OR4x,61.0,cozily,87973.0,married,expensive,,111469.0,rural,no response
Mwv0fmeg,34.0,cozily,71751.0,married,expensive,badminton,133676.0,urban,no response
BWXvAvlo,23.0,healthy,67816.0,single,expensive,badminton,109852.0,rural,no response
l8kYm4WX,31.0,healthy,42864.0,single,practical,athletics,80873.0,rural,no response
yBUxWclg,29.0,healthy,94780.0,married,practical,soccer,122304.0,urban,no response
yWAXj1Ma,58.0,healthy,81031.0,single,practical,athletics,36770.0,rural,response
FLuKye1g,60.0,active,64409.0,married,expensive,soccer,135305.0,urban,response
ZufPJgOb,69.0,active,45197.0,married,expensive,badminton,144189.0,urban,response
bVBNgWvN,57.0,healthy,36492.0,married,practical,athletics,134570.0,urban,response
PayyNRUg,34.0,active,48090.0,married,practical,athletics,27298.0,urban,no response
TorKDp0g,58.0,cozily,51791.0,single,practical,badminton,134684.0,urban,no response
CUg7HCmu,37.0,active,43802.0,single,expensive,soccer,80482.0,urban,no response
K9oDGoiq,61.0,active,27364.0,married,practical,,72536.0,urban,response
l7FwLOKr,20.0,active,59264.0,single,expensive,,43096.0,urban,no response
QuGlq42s,46.0,active,25375.0,married,practical,soccer,60979.0,rural,no response
Ecmhj1C4,44.0,healthy,82940.0,married,practical,soccer,57528.0,rural,no response
ZGDCdZmR,33.0,active,76717.0,married,expensive,soccer,99087.0,rural,no response
FkWIn2WT,68.0,healthy,33060.0,single,practical,badminton,146452.0,urban,response
z4BmlPWY,48.0,healthy,39946.0,married,expensive,soccer,124388.0,urban,no response
4OkVmir1,61.0,healthy,12450.0,single,expensive,athletics,20569.0,urban,response
LKwSmmXI,26.0,active,77384.0,married,practical,athletics,26302.0,urban,no response
X6120SHP,54.0,active,30080.0,single,expensive,badminton,83301.0,urban,no response
2dLAakna,44.0,active,94924.0,single,practical,soccer,79095.0,rural,no response
995FxH3W,45.0,healthy,92968.0,single,expensive,badminton,25695.0,rural,no response
elilMhlI,32.0,active,13683.0,single,expensive,badminton,94391.0,urban,response
5WRybChJ,47.0,healthy,24312.0,married,expensive,,115871.0,urban,no response
I2jAk5Ms,57.0,healthy,42150.0,single,practical,,20240.0,urban,response
yqlOdErT,30.0,active,63089.0,single,practical,badminton,115915.0,urban,no response
8dDKXAZp,48.0,healthy,11742.0,single,expensive,athletics,38489.0,urban,response
QRqjnVHt,30.0,healthy,42487.0,single,practical,badminton,96021.0,urban,no response
J5aaANWn,39.0,healthy,69005.0,single,expensive,athletics,26008.0,urban,no response
B8VOW0M3,25.0,healthy,41884.0,single,practical,soccer,100113.0,urban,no response
uhJEvRkF,57.0,healthy,23795.0,single,expensive,soccer,71519.0,rural,response
u93gArIZ,69.0,healthy,55365.0,married,expensive,athletics,122969.0,rural,no response
f55l8q8j,52.0,cozily,16406.0,married,expensive,athletics,110306.0,urban,no response
Yihj1tsG,37.0,active,89805.0,single,practical,soccer,30302.0,rural,response
YQ4ro7BJ,67.0,healthy,85485.0,married,practical,athletics,55442.0,urban,response
fapFNoNf,43.0,cozily,32423.0,married,expensive,soccer,145748.0,urban,response
Taw5ZYJm,52.0,healthy,53651.0,single,expensive,badminton,110498.0,urban,no response
jw9L0D7r,53.0,cozily,97222.0,married,practical,soccer,125580.0,urban,no response
EWm0o6rR,49.0,active,55726.0,single,expensive,athletics,97205.0,rural,response
lIJ4DAoQ,57.0,active,45268.0,single,practical,badminton,47186.0,rural,response
mVcQQEeC,55.0,healthy,74877.0,single,expensive,athletics,64715.0,rural,no response
OltfkgpC,38.0,healthy,25599.0,married,expensive,soccer,26027.0,rural,no response
569SBpci,33.0,active,24334.0,single,expensive,athletics,53117.0,rural,no response
DByMjhm1,17.0,cozily,48190.0,single,expensive,athletics,100421.0,urban,no response
MGusCNUD,69.0,active,85790.0,married,expensive,badminton,94639.0,urban,response
zLrogMlP,59.0,active,15018.0,married,expensive,soccer,106279.0,urban,response
8EertoaM,45.0,active,85437.0,married,practical,athletics,108083.0,urban,no response
K3YGUrfq,29.0,healthy,18590.0,married,expensive,athletics,53746.0,urban,no response
5RcUrq4e,27.0,cozily,34559.0,single,practical,athletics,102464.0,rural,no response
08looBpl,20.0,healthy,55708.0,single,expensive,athletics,111067.0,urban,no response
ByDfzigI,49.0,active,62792.0,married,expensive,athletics,109791.0,rural,no response
6aJBe36i,55.0,cozily,72417.0,married,practical,soccer,83517.0,urban,no response
C6NEzibA,54.0,cozily,85191.0,single,practical,athletics,105214.0,urban,no response
tuaIl6w2,26.0,healthy,51776.0,single,expensive,athletics,125607.0,urban,no response
FeLegsMg,40.0,cozily,92324.0,single,practical,athletics,122680.0,rural,no response
WER5Gkg8,50.0,healthy,66851.0,single,expensive,soccer,147510.0,rural,response
M22P7PJV,18.0,healthy,14103.0,married,practical,athletics,81816.0,urban,response
sVN1sk3f,35.0,active,60588.0,married,practical,athletics,149696.0,rural,response
OdhzIRiV,58.0,active,29329.0,single,practical,badminton,140645.0,rural,response
Fgv6aZGQ,39.0,active,92839.0,married,expensive,badminton,98783.0,urban,no response
Ybj9fi90,45.0,cozily,95697.0,married,expensive,soccer,80821.0,rural,response
ad2GgO2A,69.0,healthy,19532.0,married,practical,athletics,91712.0,rural,response
3BOrguo8,32.0,cozily,83643.0,married,practical,soccer,65276.0,rural,no response
vr6Db8b9,67.0,active,30235.0,single,expensive,athletics,74287.0,urban,response
HQ2YKQo5,52.0,healthy,32195.0,married,practical,badminton,131773.0,rural,no response
WDFNYjXu,36.0,active,15184.0,married,expensive,badminton,50754.0,urban,no response
FBpPUZRq,26.0,cozily,46092.0,single,practical,athletics,126462.0,urban,no response
cxzNwL2D,52.0,cozily,83815.0,single,practical,,37246.0,urban,no response
SjsvJudS,24.0,active,99862.0,single,practical,soccer,98670.0,urban,no response
8paadWkI,53.0,healthy,22624.0,single,expensive,badminton,90149.0,urban,no response
SLSZYA1M,48.0,cozily,57419.0,single,practical,badminton,120642.0,urban,no response
r2EcF2YY,31.0,healthy,87530.0,married,expensive,athletics,132747.0,rural,no response
fxCgyGj4,47.0,healthy,36884.0,single,expensive,soccer,128599.0,rural,no response
u20Jw6R7,51.0,active,91870.0,married,expensive,badminton,53608.0,urban,no response
d5y3suKG,30.0,active,54668.0,single,expensive,soccer,54154.0,urban,no response
kieZCleC,15.0,active,42692.0,single,practical,soccer,148014.0,urban,response
pgEX6nZS,19.0,active,93558.0,single,expensive,athletics,51803.0,urban,no response
c9B5Iuwp,51.0,healthy,31122.0,single,practical,athletics,61710.0,rural,no response
dwDriKtw,67.0,healthy,19102.0,single,expensive,badminton,62750.0,urban,response
fpZk0lsV,53.0,cozily,68758.0,single,practical,badminton,32845.0,urban,no response
ZyKoza3r,47.0,active,73070.0,married,practical,badminton,28468.0,urban,no response
flwVkseR,54.0,active,57808.0,married,practical,,116308.0,urban,no response
qeqeFdoz,36.0,healthy,89270.0,married,expensive,badminton,101751.0,urban,no response
OwhtAojv,59.0,cozily,81010.0,single,expensive,,127806.0,urban,response
foQQsBwc,60.0,active,27565.0,married,expensive,badminton,104655.0,urban,no response
IYGOZFTK,15.0,active,91811.0,single,practical,soccer,23884.0,rural,no response
PLHzSwrx,17.0,cozily,84605.0,single,expensive,,48715.0,rural,no response
puBxrreN,65.0,active,46768.0,married,expensive,soccer,55562.0,rural,response
YskwJlzQ,21.0,healthy,47657.0,married,expensive,athletics,110112.0,rural,no response
0o9yTq7f,56.0,cozily,46772.0,married,practical,,110083.0,rural,response
ZqOgwX3i,62.0,active,25141.0,single,practical,,57777.0,rural,response
Ce17y0hN,50.0,active,88103.0,single,expensive,badminton,64784.0,urban,no response
LkrearZt,23.0,cozily,25222.0,single,practical,athletics,70644.0,rural,no response
R9HGIktX,69.0,healthy,12540.0,single,practical,athletics,35792.0,rural,response
IBjGsKbT,69.0,cozily,98271.0,single,expensive,,63723.0,rural,response
Nhgulmtg,44.0,cozily,43692.0,single,expensive,badminton,125266.0,urban,no response
H7Lu7yaj,20.0,active,55844.0,married,practical,badminton,78491.0,urban,no response
F9TYinGx,30.0,active,19086.0,married,expensive,athletics,121760.0,urban,no response
0D1bGvqA,37.0,healthy,92464.0,married,practical,badminton,109010.0,rural,no response
oyQi04ZM,59.0,healthy,59102.0,single,expensive,badminton,104565.0,urban,response
0eEYONg6,16.0,healthy,56171.0,married,expensive,badminton,102429.0,urban,no response
MZvguS07,56.0,active,73278.0,married,practical,,41034.0,rural,response
uyPjWuYw,38.0,cozily,36946.0,married,expensive,,24238.0,urban,no response
tKoYULRL,20.0,cozily,14756.0,single,expensive,soccer,43472.0,rural,response
uQmdPmpk,68.0,cozily,82251.0,single,practical,athletics,63161.0,urban,response
N1B5lYi0,20.0,cozily,15838.0,single,expensive,badminton,36941.0,rural,no response
VstgrW7i,37.0,cozily,89016.0,single,expensive,,140353.0,urban,response
gZZbUE75,50.0,cozily,22434.0,married,expensive,athletics,101725.0,urban,no response
2eVsW3AJ,25.0,cozily,38908.0,single,practical,badminton,53141.0,urban,no response
O9gnln4W,44.0,healthy,57864.0,single,practical,badminton,121597.0,urban,no response
bVA6BhXx,20.0,active,95733.0,married,expensive,soccer,30466.0,urban,no response
4kmMwNgA,37.0,cozily,60977.0,single,expensive,badminton,33865.0,urban,no response
2EE9DVbR,41.0,cozily,21635.0,married,practical,badminton,39180.0,urban,no response
ZROHcZrr,48.0,cozily,87982.0,single,expensive,soccer,66836.0,rural,no response
qffPr6YB,35.0,active,46489.0,married,expensive,badminton,106044.0,rural,no response
ELW5UjPR,36.0,healthy,12365.0,married,practical,athletics,21518.0,rural,response
p0btGuXk,37.0,healthy,76954.0,married,practical,badminton,55594.0,urban,no response
LFvVWFez,26.0,healthy,42181.0,single,practical,soccer,98947.0,rural,no response
3uHV19Ie,22.0,healthy,46329.0,married,expensive,soccer,23997.0,urban,no response
ZOuQ5znx,68.0,healthy,37527.0,married,expensive,soccer,81775.0,urban,response
sVKwbQan,42.0,cozily,58118.0,single,expensive,athletics,61804.0,rural,no response
2v54agY2,45.0,healthy,48608.0,married,practical,soccer,84783.0,rural,no response
nsEVaaWQ,23.0,cozily,97034.0,married,practical,soccer,118389.0,urban,no response
CEzF0z24,62.0,cozily,15431.0,married,expensive,soccer,30706.0,urban,response
IQK0sR2m,29.0,cozily,64978.0,married,expensive,soccer,124718.0,urban,no response
Sq619lsK,55.0,cozily,72711.0,single,practical,badminton,129798.0,urban,no response
Ah7wY6QL,17.0,cozily,45437.0,married,expensive,soccer,126892.0,urban,no response
JP53CEsN,32.0,cozily,89521.0,single,practical,badminton,45532.0,urban,no response
FIFr7JUN,25.0,cozily,14812.0,married,expensive,athletics,131378.0,rural,response
iYkFIJFf,40.0,active,66525.0,married,expensive,athletics,78664.0,urban,no response
fg7HTnps,28.0,cozily,50663.0,married,expensive,athletics,117441.0,rural,no response
Gm5Y7uav,24.0,active,91443.0,married,practical,,75024.0,urban,no response
z3Fi8tB3,47.0,active,43368.0,married,expensive,athletics,91285.0,rural,no response
L22bQbMl,26.0,active,62668.0,married,expensive,athletics,36008.0,urban,no response
vaTPLxBS,46.0,healthy,27069.0,married,practical,soccer,21862.0,urban,no response
pBtJFXL0,18.0,cozily,72964.0,single,practical,athletics,112693.0,rural,no response
yA6IMuTd,27.0,active,88416.0,married,expensive,,116795.0,rural,no response
no6ZVXPg,44.0,cozily,79756.0,single,expensive,badminton,51943.0,rural,no response
B2nPlKk6,45.0,active,91845.0,married,expensive,,104517.0,rural,response
qULdvcmC,25.0,healthy,16420.0,married,practical,soccer,45115.0,rural,no response
G9K1dGER,23.0,cozily,15907.0,married,expensive,badminton,54659.0,urban,no response
GQA0q7vV,69.0,healthy,29258.0,single,expensive,,74075.0,urban,response
oty4ghzM,47.0,active,12857.0,married,expensive,badminton,61218.0,urban,response
76lO6Kaf,55.0,cozily,60204.0,married,expensive,badminton,112424.0,rural,no response
jRZxe1DM,50.0,healthy,91763.0,married,expensive,athletics,84538.0,urban,no response
ULEscout,55.0,active,23496.0,married,expensive,,21240.0,rural,no response
9zEzVBNH,63.0,healthy,38623.0,single,practical,badminton,45252.0,urban,response
z7UPprRE,43.0,active,49267.0,single,expensive,soccer,41332.0,rural,no response
nu5lhVpz,58.0,active,21502.0,married,expensive,badminton,33753.0,rural,no response
8tWCk9yG,40.0,cozily,31098.0,married,practical,athletics,41347.0,urban,no response
gfrLnKYO,47.0,healthy,38591.0,married,practical,badminton,115264.0,urban,no response
wn3LbyQr,56.0,cozily,46730.0,single,expensive,badminton,111314.0,urban,response
uPeAWUfw,42.0,active,69140.0,married,practical,athletics,149406.0,rural,response
FQeuDb1z,17.0,cozily,82847.0,married,practical,soccer,122693.0,urban,no response
GFKJgupL,60.0,cozily,90735.0,married,expensive,soccer,113144.0,urban,response
OREZJ5l6,63.0,active,66585.0,married,expensive,soccer,51087.0,rural,response
xQcJ01g0,38.0,cozily,59809.0,single,expensive,badminton,35370.0,urban,no response
wDIlFURs,50.0,cozily,99868.0,single,practical,athletics,103845.0,urban,no response
jqVHFzTc,56.0,cozily,80750.0,single,expensive,badminton,93582.0,urban,response
g8FydQXg,30.0,active,41676.0,married,practical,badminton,80074.0,urban,no response
XkgMAme8,35.0,healthy,22768.0,single,expensive,badminton,31438.0,urban,no response
4mPzIJWc,23.0,active,96084.0,single,practical,badminton,60502.0,rural,no response
GQAODgCj,17.0,healthy,98283.0,single,practical,,132481.0,urban,no response
UZvVcVH6,49.0,healthy,23280.0,married,expensive,,83121.0,urban,no response
kiyJCprL,37.0,healthy,66557.0,single,expensive,badminton,96349.0,rural,no response
dUaFVLqK,25.0,cozily,61652.0,single,practical,athletics,49224.0,urban,no response
rUOu4LKx,22.0,healthy,36235.0,married,practical,soccer,134873.0,urban,no response
kpSQTEeg,40.0,active,84260.0,single,expensive,,23991.0,urban,no response
FOOsoGVC,47.0,cozily,52449.0,single,practical,athletics,136068.0,rural,no response
gdpSykUD,29.0,active,79934.0,married,practical,athletics,68150.0,rural,no response
6AIOyDBk,23.0,cozily,63584.0,single,expensive,athletics,117514.0,rural,response
HC27yg5C,20.0,healthy,63659.0,single,practical,soccer,115547.0,urban,no response
psdHtJ73,54.0,healthy,30974.0,single,practical,soccer,78172.0,rural,no response
cUKNJ1fR,17.0,cozily,35098.0,married,expensive,,79884.0,rural,no response
fuc1mEA6,17.0,cozily,95830.0,single,practical,badminton,130211.0,rural,no response
iAeFLwpf,67.0,cozily,76184.0,married,expensive,badminton,27637.0,rural,response
FCA6kHxZ,68.0,healthy,70919.0,single,practical,athletics,24705.0,urban,response
q9lxFv7d,25.0,healthy,49813.0,married,expensive,athletics,49871.0,urban,no response
uT0h6Na9,64.0,active,80912.0,married,practical,badminton,65847.0,rural,response
WLme1vIg,35.0,cozily,53480.0,married,expensive,athletics,118351.0,urban,no response
61byAYRu,47.0,active,81700.0,married,practical,soccer,106633.0,urban,no response
npjnu83O,18.0,cozily,68800.0,single,practical,athletics,25788.0,rural,no response
YH9JQzgQ,21.0,active,94008.0,married,practical,badminton,117806.0,urban,no response
gHnHmZw5,66.0,healthy,61194.0,married,practical,soccer,42792.0,urban,no response
