,name,age,lifestyle,zip code,family status,car,sports,earnings,living area,label,response
356,Gi5n5rmV,15,active,95383,married,expensive,badminton,92344,urban,no response,0
357,U0AyRFFM,62,cozily,74469,married,practical,soccer,85516,urban,response,1
358,hBhg77t6,47,active,54650,married,expensive,athletics,109418,urban,no response,0
359,tkAdyNiR,24,cozily,50861,married,practical,badminton,95017,urban,no response,0
360,rv1LSTog,52,healthy,21917,single,practical,unknown,66578,rural,no response,0
361,bN5TdQqo,48,active,34583,single,practical,athletics,129684,urban,no response,0
362,CFhmsM7k,30,cozily,23901,single,practical,soccer,119872,rural,no response,0
363,V43Y9M9f,58,healthy,25157,married,expensive,soccer,54520,rural,response,1
364,uI9g6qmn,32,cozily,35963,single,practical,athletics,134332,rural,no response,0
365,3DF4MaYW,34,active,99731,married,expensive,athletics,125508,urban,no response,0
366,gSaywB4e,18,cozily,53866,married,practical,unknown,144054,rural,response,1
367,mfagHRNF,69,active,77998,single,practical,athletics,75528,rural,response,1
368,0df1AcEr,37,cozily,81274,single,expensive,badminton,42933,urban,no response,0
369,zr6CofG4,38,active,14001,married,expensive,soccer,99781,urban,response,1
370,jR3LYNPF,36,cozily,98894,single,practical,soccer,82086,rural,no response,0
371,nJKmnzQj,54,healthy,95542,married,practical,unknown,137261,urban,no response,0
372,6u3H8Otp,37,healthy,57796,single,practical,soccer,86882,urban,no response,0
373,CbHXEjH8,66,active,38658,single,expensive,soccer,20764,urban,response,1
374,tCoR5bzL,65,active,18320,single,expensive,badminton,57340,rural,response,1
375,B6T5OR4x,61,cozily,87973,married,expensive,unknown,111469,rural,no response,0
376,Mwv0fmeg,34,cozily,71751,married,expensive,badminton,133676,urban,no response,0
377,BWXvAvlo,23,healthy,67816,single,expensive,badminton,109852,rural,no response,0
378,l8kYm4WX,31,healthy,42864,single,practical,athletics,80873,rural,no response,0
379,yBUxWclg,29,healthy,94780,married,practical,soccer,122304,urban,no response,0
380,yWAXj1Ma,58,healthy,81031,single,practical,athletics,36770,rural,response,1
381,FLuKye1g,60,active,64409,married,expensive,soccer,135305,urban,response,1
382,ZufPJgOb,69,active,45197,married,expensive,badminton,144189,urban,response,1
383,bVBNgWvN,57,healthy,36492,married,practical,athletics,134570,urban,response,1
384,PayyNRUg,34,active,48090,married,practical,athletics,27298,urban,no response,0
385,TorKDp0g,58,cozily,51791,single,practical,badminton,134684,urban,no response,0
386,CUg7HCmu,37,active,43802,single,expensive,soccer,80482,urban,no response,0
387,K9oDGoiq,61,active,27364,married,practical,unknown,72536,urban,response,1
388,l7FwLOKr,20,active,59264,single,expensive,unknown,43096,urban,no response,0
389,QuGlq42s,46,active,25375,married,practical,soccer,60979,rural,no response,0
390,Ecmhj1C4,44,healthy,82940,married,practical,soccer,57528,rural,no response,0
391,ZGDCdZmR,33,active,76717,married,expensive,soccer,99087,rural,no response,0
392,FkWIn2WT,68,healthy,33060,single,practical,badminton,146452,urban,response,1
393,z4BmlPWY,48,healthy,39946,married,expensive,soccer,124388,urban,no response,0
394,4OkVmir1,61,healthy,12450,single,expensive,athletics,20569,urban,response,1
395,LKwSmmXI,26,active,77384,married,practical,athletics,26302,urban,no response,0
396,X6120SHP,54,active,30080,single,expensive,badminton,83301,urban,no response,0
397,2dLAakna,44,active,94924,single,practical,soccer,79095,rural,no response,0
398,995FxH3W,45,healthy,92968,single,expensive,badminton,25695,rural,no response,0
399,elilMhlI,32,active,13683,single,expensive,badminton,94391,urban,response,1
400,5WRybChJ,47,healthy,24312,married,expensive,unknown,115871,urban,no response,0
401,I2jAk5Ms,57,healthy,42150,single,practical,unknown,20240,urban,response,1
402,yqlOdErT,30,active,63089,single,practical,badminton,115915,urban,no response,0
403,8dDKXAZp,48,healthy,11742,single,expensive,athletics,38489,urban,response,1
404,QRqjnVHt,30,healthy,42487,single,practical,badminton,96021,urban,no response,0
405,J5aaANWn,39,healthy,69005,single,expensive,athletics,26008,urban,no response,0
406,B8VOW0M3,25,healthy,41884,single,practical,soccer,100113,urban,no response,0
407,uhJEvRkF,57,healthy,23795,single,expensive,soccer,71519,rural,response,1
408,u93gArIZ,69,healthy,55365,married,expensive,athletics,122969,rural,no response,0
409,f55l8q8j,52,cozily,16406,married,expensive,athletics,110306,urban,no response,0
410,Yihj1tsG,37,active,89805,single,practical,soccer,30302,rural,response,1
411,YQ4ro7BJ,67,healthy,85485,married,practical,athletics,55442,urban,response,1
412,fapFNoNf,43,cozily,32423,married,expensive,soccer,145748,urban,response,1
413,Taw5ZYJm,52,healthy,53651,single,expensive,badminton,110498,urban,no response,0
414,jw9L0D7r,53,cozily,97222,married,practical,soccer,125580,urban,no response,0
415,EWm0o6rR,49,active,55726,single,expensive,athletics,97205,rural,response,1
416,lIJ4DAoQ,57,active,45268,single,practical,badminton,47186,rural,response,1
417,mVcQQEeC,55,healthy,74877,single,expensive,athletics,64715,rural,no response,0
418,OltfkgpC,38,healthy,25599,married,expensive,soccer,26027,rural,no response,0
419,569SBpci,33,active,24334,single,expensive,athletics,53117,rural,no response,0
420,DByMjhm1,17,cozily,48190,single,expensive,athletics,100421,urban,no response,0
421,MGusCNUD,69,active,85790,married,expensive,badminton,94639,urban,response,1
422,zLrogMlP,59,active,15018,married,expensive,soccer,106279,urban,response,1
423,8EertoaM,45,active,85437,married,practical,athletics,108083,urban,no response,0
424,K3YGUrfq,29,healthy,18590,married,expensive,athletics,53746,urban,no response,0
425,5RcUrq4e,27,cozily,34559,single,practical,athletics,102464,rural,no response,0
426,08looBpl,20,healthy,55708,single,expensive,athletics,111067,urban,no response,0
427,ByDfzigI,49,active,62792,married,expensive,athletics,109791,rural,no response,0
428,6aJBe36i,55,cozily,72417,married,practical,soccer,83517,urban,no response,0
429,C6NEzibA,54,cozily,85191,single,practical,athletics,105214,urban,no response,0
430,tuaIl6w2,26,healthy,51776,single,expensive,athletics,125607,urban,no response,0
431,FeLegsMg,40,cozily,92324,single,practical,athletics,122680,rural,no response,0
432,WER5Gkg8,50,healthy,66851,single,expensive,soccer,147510,rural,response,1
433,M22P7PJV,18,healthy,14103,married,practical,athletics,81816,urban,response,1
434,sVN1sk3f,35,active,60588,married,practical,athletics,149696,rural,response,1
435,OdhzIRiV,58,active,29329,single,practical,badminton,140645,rural,response,1
436,Fgv6aZGQ,39,active,92839,married,expensive,badminton,98783,urban,no response,0
437,Ybj9fi90,45,cozily,95697,married,expensive,soccer,80821,rural,response,1
438,ad2GgO2A,69,healthy,19532,married,practical,athletics,91712,rural,response,1
439,3BOrguo8,32,cozily,83643,married,practical,soccer,65276,rural,no response,0
440,vr6Db8b9,67,active,30235,single,expensive,athletics,74287,urban,response,1
441,HQ2YKQo5,52,healthy,32195,married,practical,badminton,131773,rural,no response,0
442,WDFNYjXu,36,active,15184,married,expensive,badminton,50754,urban,no response,0
443,FBpPUZRq,26,cozily,46092,single,practical,athletics,126462,urban,no response,0
444,cxzNwL2D,52,cozily,83815,single,practical,unknown,37246,urban,no response,0
445,SjsvJudS,24,active,99862,single,practical,soccer,98670,urban,no response,0
446,8paadWkI,53,healthy,22624,single,expensive,badminton,90149,urban,no response,0
447,SLSZYA1M,48,cozily,57419,single,practical,badminton,120642,urban,no response,0
448,r2EcF2YY,31,healthy,87530,married,expensive,athletics,132747,rural,no response,0
449,fxCgyGj4,47,healthy,36884,single,expensive,soccer,128599,rural,no response,0
450,u20Jw6R7,51,active,91870,married,expensive,badminton,53608,urban,no response,0
451,d5y3suKG,30,active,54668,single,expensive,soccer,54154,urban,no response,0
452,kieZCleC,15,active,42692,single,practical,soccer,148014,urban,response,1
453,pgEX6nZS,19,active,93558,single,expensive,athletics,51803,urban,no response,0
454,c9B5Iuwp,51,healthy,31122,single,practical,athletics,61710,rural,no response,0
455,dwDriKtw,67,healthy,19102,single,expensive,badminton,62750,urban,response,1
456,fpZk0lsV,53,cozily,68758,single,practical,badminton,32845,urban,no response,0
457,ZyKoza3r,47,active,73070,married,practical,badminton,28468,urban,no response,0
458,flwVkseR,54,active,57808,married,practical,unknown,116308,urban,no response,0
459,qeqeFdoz,36,healthy,89270,married,expensive,badminton,101751,urban,no response,0
460,OwhtAojv,59,cozily,81010,single,expensive,unknown,127806,urban,response,1
461,foQQsBwc,60,active,27565,married,expensive,badminton,104655,urban,no response,0
462,IYGOZFTK,15,active,91811,single,practical,soccer,23884,rural,no response,0
463,PLHzSwrx,17,cozily,84605,single,expensive,unknown,48715,rural,no response,0
464,puBxrreN,65,active,46768,married,expensive,soccer,55562,rural,response,1
465,YskwJlzQ,21,healthy,47657,married,expensive,athletics,110112,rural,no response,0
466,0o9yTq7f,56,cozily,46772,married,practical,unknown,110083,rural,response,1
467,ZqOgwX3i,62,active,25141,single,practical,unknown,57777,rural,response,1
468,Ce17y0hN,50,active,88103,single,expensive,badminton,64784,urban,no response,0
469,LkrearZt,23,cozily,25222,single,practical,athletics,70644,rural,no response,0
470,R9HGIktX,69,healthy,12540,single,practical,athletics,35792,rural,response,1
471,IBjGsKbT,69,cozily,98271,single,expensive,unknown,63723,rural,response,1
472,Nhgulmtg,44,cozily,43692,single,expensive,badminton,125266,urban,no response,0
473,H7Lu7yaj,20,active,55844,married,practical,badminton,78491,urban,no response,0
474,F9TYinGx,30,active,19086,married,expensive,athletics,121760,urban,no response,0
475,0D1bGvqA,37,healthy,92464,married,practical,badminton,109010,rural,no response,0
476,oyQi04ZM,59,healthy,59102,single,expensive,badminton,104565,urban,response,1
477,0eEYONg6,16,healthy,56171,married,expensive,badminton,102429,urban,no response,0
478,MZvguS07,56,active,73278,married,practical,unknown,41034,rural,response,1
479,uyPjWuYw,38,cozily,36946,married,expensive,unknown,24238,urban,no response,0
480,tKoYULRL,20,cozily,14756,single,expensive,soccer,43472,rural,response,1
481,uQmdPmpk,68,cozily,82251,single,practical,athletics,63161,urban,response,1
482,N1B5lYi0,20,cozily,15838,single,expensive,badminton,36941,rural,no response,0
483,VstgrW7i,37,cozily,89016,single,expensive,unknown,140353,urban,response,1
484,gZZbUE75,50,cozily,22434,married,expensive,athletics,101725,urban,no response,0
485,2eVsW3AJ,25,cozily,38908,single,practical,badminton,53141,urban,no response,0
486,O9gnln4W,44,healthy,57864,single,practical,badminton,121597,urban,no response,0
487,bVA6BhXx,20,active,95733,married,expensive,soccer,30466,urban,no response,0
488,4kmMwNgA,37,cozily,60977,single,expensive,badminton,33865,urban,no response,0
489,2EE9DVbR,41,cozily,21635,married,practical,badminton,39180,urban,no response,0
490,ZROHcZrr,48,cozily,87982,single,expensive,soccer,66836,rural,no response,0
491,qffPr6YB,35,active,46489,married,expensive,badminton,106044,rural,no response,0
492,ELW5UjPR,36,healthy,12365,married,practical,athletics,21518,rural,response,1
493,p0btGuXk,37,healthy,76954,married,practical,badminton,55594,urban,no response,0
494,LFvVWFez,26,healthy,42181,single,practical,soccer,98947,rural,no response,0
495,3uHV19Ie,22,healthy,46329,married,expensive,soccer,23997,urban,no response,0
496,ZOuQ5znx,68,healthy,37527,married,expensive,soccer,81775,urban,response,1
497,sVKwbQan,42,cozily,58118,single,expensive,athletics,61804,rural,no response,0
498,2v54agY2,45,healthy,48608,married,practical,soccer,84783,rural,no response,0
499,nsEVaaWQ,23,cozily,97034,married,practical,soccer,118389,urban,no response,0
500,CEzF0z24,62,cozily,15431,married,expensive,soccer,30706,urban,response,1
501,IQK0sR2m,29,cozily,64978,married,expensive,soccer,124718,urban,no response,0
502,Sq619lsK,55,cozily,72711,single,practical,badminton,129798,urban,no response,0
503,Ah7wY6QL,17,cozily,45437,married,expensive,soccer,126892,urban,no response,0
504,JP53CEsN,32,cozily,89521,single,practical,badminton,45532,urban,no response,0
505,FIFr7JUN,25,cozily,14812,married,expensive,athletics,131378,rural,response,1
506,iYkFIJFf,40,active,66525,married,expensive,athletics,78664,urban,no response,0
507,fg7HTnps,28,cozily,50663,married,expensive,athletics,117441,rural,no response,0
508,Gm5Y7uav,24,active,91443,married,practical,unknown,75024,urban,no response,0
509,z3Fi8tB3,47,active,43368,married,expensive,athletics,91285,rural,no response,0
510,L22bQbMl,26,active,62668,married,expensive,athletics,36008,urban,no response,0
511,vaTPLxBS,46,healthy,27069,married,practical,soccer,21862,urban,no response,0
512,pBtJFXL0,18,cozily,72964,single,practical,athletics,112693,rural,no response,0
513,yA6IMuTd,27,active,88416,married,expensive,unknown,116795,rural,no response,0
514,no6ZVXPg,44,cozily,79756,single,expensive,badminton,51943,rural,no response,0
515,B2nPlKk6,45,active,91845,married,expensive,unknown,104517,rural,response,1
516,qULdvcmC,25,healthy,16420,married,practical,soccer,45115,rural,no response,0
517,G9K1dGER,23,cozily,15907,married,expensive,badminton,54659,urban,no response,0
518,GQA0q7vV,69,healthy,29258,single,expensive,unknown,74075,urban,response,1
519,oty4ghzM,47,active,12857,married,expensive,badminton,61218,urban,response,1
520,76lO6Kaf,55,cozily,60204,married,expensive,badminton,112424,rural,no response,0
521,jRZxe1DM,50,healthy,91763,married,expensive,athletics,84538,urban,no response,0
522,ULEscout,55,active,23496,married,expensive,unknown,21240,rural,no response,0
523,9zEzVBNH,63,healthy,38623,single,practical,badminton,45252,urban,response,1
524,z7UPprRE,43,active,49267,single,expensive,soccer,41332,rural,no response,0
525,nu5lhVpz,58,active,21502,married,expensive,badminton,33753,rural,no response,0
526,8tWCk9yG,40,cozily,31098,married,practical,athletics,41347,urban,no response,0
527,gfrLnKYO,47,healthy,38591,married,practical,badminton,115264,urban,no response,0
528,wn3LbyQr,56,cozily,46730,single,expensive,badminton,111314,urban,response,1
529,uPeAWUfw,42,active,69140,married,practical,athletics,149406,rural,response,1
530,FQeuDb1z,17,cozily,82847,married,practical,soccer,122693,urban,no response,0
531,GFKJgupL,60,cozily,90735,married,expensive,soccer,113144,urban,response,1
532,OREZJ5l6,63,active,66585,married,expensive,soccer,51087,rural,response,1
533,xQcJ01g0,38,cozily,59809,single,expensive,badminton,35370,urban,no response,0
534,wDIlFURs,50,cozily,99868,single,practical,athletics,103845,urban,no response,0
535,jqVHFzTc,56,cozily,80750,single,expensive,badminton,93582,urban,response,1
536,g8FydQXg,30,active,41676,married,practical,badminton,80074,urban,no response,0
537,XkgMAme8,35,healthy,22768,single,expensive,badminton,31438,urban,no response,0
538,4mPzIJWc,23,active,96084,single,practical,badminton,60502,rural,no response,0
539,GQAODgCj,17,healthy,98283,single,practical,unknown,132481,urban,no response,0
540,UZvVcVH6,49,healthy,23280,married,expensive,unknown,83121,urban,no response,0
541,kiyJCprL,37,healthy,66557,single,expensive,badminton,96349,rural,no response,0
542,dUaFVLqK,25,cozily,61652,single,practical,athletics,49224,urban,no response,0
543,rUOu4LKx,22,healthy,36235,married,practical,soccer,134873,urban,no response,0
544,kpSQTEeg,40,active,84260,single,expensive,unknown,23991,urban,no response,0
545,FOOsoGVC,47,cozily,52449,single,practical,athletics,136068,rural,no response,0
546,gdpSykUD,29,active,79934,married,practical,athletics,68150,rural,no response,0
547,6AIOyDBk,23,cozily,63584,single,expensive,athletics,117514,rural,response,1
548,HC27yg5C,20,healthy,63659,single,practical,soccer,115547,urban,no response,0
549,psdHtJ73,54,healthy,30974,single,practical,soccer,78172,rural,no response,0
550,cUKNJ1fR,17,cozily,35098,married,expensive,unknown,79884,rural,no response,0
551,fuc1mEA6,17,cozily,95830,single,practical,badminton,130211,rural,no response,0
552,iAeFLwpf,67,cozily,76184,married,expensive,badminton,27637,rural,response,1
553,FCA6kHxZ,68,healthy,70919,single,practical,athletics,24705,urban,response,1
554,q9lxFv7d,25,healthy,49813,married,expensive,athletics,49871,urban,no response,0
